yearmonth,32,33,34,35,36,37,38,39,40,41
201801,0.450720,-0.295503,-0.516373,0.313675,0.284939,0.282092,0.171730,-0.081544,-0.139052,0.529317
201802,0.445562,-0.293574,-0.518813,0.332240,0.238658,0.280608,0.130623,-0.069543,-0.131125,0.585364
201803,0.408972,-0.271493,-0.528985,0.328140,0.238407,0.282831,0.141650,-0.064119,-0.130572,0.595169
201804,0.421562,-0.271162,-0.524328,0.352907,0.246609,0.259710,0.129519,-0.088537,-0.113688,0.587408
201805,0.421289,-0.270802,-0.521720,0.344797,0.250190,0.262168,0.132737,-0.087164,-0.114319,0.582825
201806,0.478637,-0.252143,-0.494145,0.187205,0.162918,0.257751,0.153236,0.016460,-0.104253,0.594334
201807,0.490851,-0.246277,-0.500554,0.189097,0.153090,0.258869,0.145145,0.021774,-0.112736,0.600741
201808,0.482625,-0.251445,-0.498390,0.193306,0.162281,0.268814,0.157238,0.019524,-0.116626,0.582673
201809,0.492151,-0.262077,-0.496100,0.170952,0.162950,0.271815,0.169229,0.023181,-0.104887,0.572786
201810,0.483734,-0.202911,-0.496655,0.166428,0.093568,0.283200,0.135305,0.029393,-0.099922,0.607860
201811,0.494666,-0.202515,-0.485888,0.142432,0.051372,0.304934,0.149140,0.032950,-0.100718,0.613626
201812,0.473196,-0.197380,-0.489581,0.118205,0.069920,0.312476,0.176104,0.037871,-0.102530,0.601719
201901,0.462233,-0.195744,-0.490238,0.116638,0.080510,0.306695,0.179715,0.037515,-0.102114,0.604790
201902,0.435848,-0.181546,-0.493077,0.123704,0.062671,0.326722,0.180656,0.022552,-0.097858,0.620329
201903,0.400743,-0.201015,-0.491023,0.143957,0.134050,0.293204,0.194016,0.011390,-0.131731,0.646408
201904,0.389751,-0.204587,-0.492819,0.147550,0.129786,0.302085,0.214618,-0.013483,-0.108227,0.635327
201905,0.395177,-0.200756,-0.494242,0.148053,0.114465,0.305748,0.205736,-0.008267,-0.110963,0.645050
201906,0.409925,-0.201746,-0.497280,0.143804,0.118793,0.293299,0.187926,0.001350,-0.118399,0.662330
201907,0.401334,-0.201449,-0.500820,0.128627,0.126569,0.294401,0.193701,0.003154,-0.114231,0.668716
201908,0.406111,-0.199002,-0.500738,0.130981,0.125809,0.294640,0.190226,-0.001519,-0.111854,0.665344
201909,0.408197,-0.200087,-0.495263,0.136639,0.117693,0.293084,0.191803,-0.014228,-0.099935,0.662099
201910,0.396187,-0.200778,-0.495234,0.120786,0.131887,0.292140,0.206229,-0.009538,-0.097269,0.655591
201911,0.402619,-0.201064,-0.491099,0.127604,0.127059,0.287479,0.194436,-0.011971,-0.095499,0.660438
201912,0.389060,-0.196895,-0.492133,0.116483,0.139395,0.284240,0.204549,-0.009001,-0.093664,0.657965
202001,0.371498,-0.203414,-0.492607,0.091863,0.166537,0.281698,0.225303,-0.000497,-0.092748,0.652366
202002,0.368106,-0.208413,-0.494626,0.084199,0.171185,0.281825,0.233601,0.010474,-0.095014,0.648664
202003,0.349444,-0.206661,-0.491530,0.065080,0.187835,0.275505,0.244760,0.030335,-0.098687,0.643920
202004,0.367264,-0.209107,-0.495617,0.104955,0.152002,0.276250,0.230068,0.024746,-0.098200,0.647640
202005,0.352455,-0.207146,-0.498964,0.086906,0.169589,0.274306,0.244030,0.031401,-0.098671,0.646094
202006,0.361628,-0.212030,-0.493098,0.081980,0.155998,0.276872,0.243099,0.029055,-0.090459,0.646956
202007,0.371306,-0.207586,-0.486404,0.035296,0.173577,0.264982,0.244819,0.041238,-0.089594,0.652367
202008,0.368445,-0.237103,-0.496230,-0.022374,0.198686,0.261200,0.281719,0.070901,-0.080874,0.655631
202009,0.367706,-0.237196,-0.502838,-0.020048,0.190550,0.262952,0.284094,0.076632,-0.081467,0.659616
202010,0.365596,-0.257009,-0.490053,0.011367,0.182843,0.263697,0.286146,0.072976,-0.090347,0.654785
202011,0.362968,-0.256742,-0.489918,0.009399,0.185458,0.263465,0.288262,0.073918,-0.090678,0.653868
202012,0.349447,-0.261101,-0.488516,0.003786,0.198536,0.264846,0.299807,0.076102,-0.090869,0.647963
202101,0.332563,-0.257536,-0.478791,0.000260,0.217875,0.264776,0.307778,0.077268,-0.097550,0.633358
202102,0.290690,-0.225113,-0.467248,0.001783,0.224192,0.271814,0.323344,0.063745,-0.097741,0.614533
202103,0.279753,-0.208241,-0.471824,-0.007691,0.227143,0.274752,0.332479,0.061906,-0.096889,0.608614
202104,0.346279,-0.195049,-0.428407,-0.033287,0.191784,0.288348,0.301924,0.061750,-0.086167,0.552824
202105,0.337523,-0.193559,-0.429575,-0.036072,0.196484,0.286267,0.307921,0.061232,-0.083881,0.553661
202106,0.329235,-0.184752,-0.429181,-0.021106,0.179930,0.288012,0.299941,0.051920,-0.079324,0.565327
202107,0.319681,-0.185742,-0.425751,-0.028371,0.189591,0.288733,0.305640,0.057704,-0.083562,0.562077
202108,0.244845,-0.058946,-0.444875,-0.083481,0.183279,0.279109,0.277101,0.127657,-0.151546,0.626858
202109,0.223343,-0.047714,-0.439783,-0.091625,0.198536,0.276454,0.282924,0.127947,-0.155672,0.625590
202110,0.238908,0.011179,-0.360270,0.043177,0.020783,0.340697,0.324761,0.006124,-0.035058,0.409699
202111,0.179971,0.010254,-0.338674,0.055686,0.063241,0.310745,0.351675,0.007122,-0.028760,0.388740
202112,0.169749,0.015764,-0.340385,0.047187,0.070362,0.310939,0.356605,0.007599,-0.026115,0.388294
