指数代码_IdxCd,指数名称_IdxNm,交易日期_TrdDt,收盘价()_ClPr,指数月收益率_IdxMonRet
1,上证指数,1997/1/31,964.74,0.052
1,上证指数,1997/2/28,1040.27,0.0783
1,上证指数,1997/3/31,1234.62,0.1868
1,上证指数,1997/4/30,1393.75,0.1289
1,上证指数,1997/5/30,1285.18,-0.0779
1,上证指数,1997/6/27,1250.27,-0.0272
1,上证指数,1997/7/31,1189.76,-0.0484
1,上证指数,1997/8/29,1221.06,0.0263
1,上证指数,1997/9/30,1097.38,-0.1013
1,上证指数,1997/10/31,1180.39,0.0756
1,上证指数,1997/11/28,1139.63,-0.0345
1,上证指数,1997/12/31,1194.1,0.0478
1,上证指数,1998/1/23,1222.91,0.0241
1,上证指数,1998/2/27,1206.53,-0.0134
1,上证指数,1998/3/31,1243.02,0.0302
1,上证指数,1998/4/30,1343.45,0.0808
1,上证指数,1998/5/29,1411.21,0.0504
1,上证指数,1998/6/30,1339.2,-0.051
1,上证指数,1998/7/31,1316.92,-0.0166
1,上证指数,1998/8/31,1150.22,-0.1266
1,上证指数,1998/9/30,1242.9,0.0806
1,上证指数,1998/10/30,1217.32,-0.0206
1,上证指数,1998/11/30,1247.42,0.0247
1,上证指数,1998/12/31,1146.7,-0.0807
1,上证指数,1999/1/29,1134.67,-0.0105
1,上证指数,1999/2/9,1090.09,-0.0393
1,上证指数,1999/3/31,1158.05,0.0624
1,上证指数,1999/4/30,1120.93,-0.0321
1,上证指数,1999/5/31,1279.33,0.1413
1,上证指数,1999/6/30,1689.43,0.3206
1,上证指数,1999/7/30,1601.46,-0.0521
1,上证指数,1999/8/31,1627.12,0.016
1,上证指数,1999/9/30,1570.7,-0.0347
1,上证指数,1999/10/29,1504.56,-0.0421
1,上证指数,1999/11/30,1434.97,-0.0463
1,上证指数,1999/12/30,1366.58,-0.0477
1,上证指数,2000/1/28,1535,0.1232
1,上证指数,2000/2/29,1714.58,0.117
1,上证指数,2000/3/31,1800.22,0.05
1,上证指数,2000/4/28,1836.32,0.0201
1,上证指数,2000/5/31,1894.55,0.0317
1,上证指数,2000/6/30,1928.11,0.0177
1,上证指数,2000/7/31,2023.54,0.0495
1,上证指数,2000/8/31,2021.2,-0.0012
1,上证指数,2000/9/29,1910.16,-0.0549
1,上证指数,2000/10/31,1961.29,0.0268
1,上证指数,2000/11/30,2070.61,0.0557
1,上证指数,2000/12/29,2073.48,0.0014
1,上证指数,2001/1/19,2065.61,-0.0038
1,上证指数,2001/2/28,1959.18,-0.0515
1,上证指数,2001/3/30,2112.78,0.0784
1,上证指数,2001/4/30,2119.18,0.003
1,上证指数,2001/5/31,2214.26,0.0449
1,上证指数,2001/6/29,2218.03,0.0017
1,上证指数,2001/7/31,1920.32,-0.1342
1,上证指数,2001/8/31,1834.14,-0.0449
1,上证指数,2001/9/28,1764.87,-0.0378
1,上证指数,2001/10/31,1689.17,-0.0429
1,上证指数,2001/11/30,1747.99,0.0348
1,上证指数,2001/12/31,1645.97,-0.0584
1,上证指数,2002/1/31,1491.66,-0.0937
1,上证指数,2002/2/28,1524.7,0.0221
1,上证指数,2002/3/29,1603.9,0.0519
1,上证指数,2002/4/30,1667.75,0.0398
1,上证指数,2002/5/31,1515.73,-0.0912
1,上证指数,2002/6/28,1732.76,0.1432
1,上证指数,2002/7/31,1651.59,-0.0468
1,上证指数,2002/8/30,1666.62,0.0091
1,上证指数,2002/9/27,1581.62,-0.051
1,上证指数,2002/10/31,1507.5,-0.0469
1,上证指数,2002/11/29,1434.18,-0.0486
1,上证指数,2002/12/31,1357.65,-0.0534
1,上证指数,2003/1/29,1499.82,0.1047
1,上证指数,2003/2/28,1511.93,0.0081
1,上证指数,2003/3/31,1510.58,-0.0009
1,上证指数,2003/4/30,1521.44,0.0072
1,上证指数,2003/5/30,1576.26,0.036
1,上证指数,2003/6/30,1486.02,-0.0572
1,上证指数,2003/7/31,1476.74,-0.0062
1,上证指数,2003/8/29,1421.98,-0.0371
1,上证指数,2003/9/30,1367.16,-0.0386
1,上证指数,2003/10/31,1348.3,-0.0138
1,上证指数,2003/11/28,1397.22,0.0363
1,上证指数,2003/12/31,1497.04,0.0714
1,上证指数,2004/1/30,1590.73,0.0626
1,上证指数,2004/2/27,1675.07,0.053
1,上证指数,2004/3/31,1741.62,0.0397
1,上证指数,2004/4/30,1595.59,-0.0839
1,上证指数,2004/5/31,1555.91,-0.0249
1,上证指数,2004/6/30,1399.16,-0.1007
1,上证指数,2004/7/30,1386.2,-0.0093
1,上证指数,2004/8/31,1342.06,-0.0318
1,上证指数,2004/9/30,1396.7,0.0407
1,上证指数,2004/10/29,1320.54,-0.0545
1,上证指数,2004/11/30,1340.77,0.0153
1,上证指数,2004/12/31,1266.5,-0.0554
1,上证指数,2005/1/31,1191.82,-0.059
1,上证指数,2005/2/28,1306,0.0958
1,上证指数,2005/3/31,1181.24,-0.0955
1,上证指数,2005/4/29,1159.15,-0.0187
1,上证指数,2005/5/31,1060.74,-0.0849
1,上证指数,2005/6/30,1080.94,0.019
1,上证指数,2005/7/29,1083.03,0.0019
1,上证指数,2005/8/31,1162.8,0.0736
1,上证指数,2005/9/30,1155.61,-0.0062
1,上证指数,2005/10/31,1092.82,-0.0543
1,上证指数,2005/11/30,1099.26,0.0059
1,上证指数,2005/12/30,1161.06,0.0562
1,上证指数,2006/1/25,1258.05,0.0835
1,上证指数,2006/2/28,1299.03,0.0326
1,上证指数,2006/3/31,1298.3,-0.0006
1,上证指数,2006/4/28,1440.22,0.1093
1,上证指数,2006/5/31,1641.3,0.1396
1,上证指数,2006/6/30,1672.21,0.0188
1,上证指数,2006/7/31,1612.73,-0.0356
1,上证指数,2006/8/31,1658.64,0.0285
1,上证指数,2006/9/29,1752.42,0.0565
1,上证指数,2006/10/31,1837.99,0.0488
1,上证指数,2006/11/30,2099.29,0.1422
1,上证指数,2006/12/29,2675.47,0.2745
1,上证指数,2007/1/31,2786.34,0.0414
1,上证指数,2007/2/28,2881.07,0.034
1,上证指数,2007/3/30,3183.98,0.1051
1,上证指数,2007/4/30,3841.27,0.2064
1,上证指数,2007/5/31,4109.65,0.0699
1,上证指数,2007/6/29,3820.7,-0.0703
1,上证指数,2007/7/31,4471.03,0.1702
1,上证指数,2007/8/31,5218.82,0.1673
1,上证指数,2007/9/28,5552.3,0.0639
1,上证指数,2007/10/31,5954.77,0.0725
1,上证指数,2007/11/30,4871.78,-0.1819
1,上证指数,2007/12/28,5261.56,0.08
1,上证指数,2008/1/31,4383.39,-0.1669
1,上证指数,2008/2/29,4348.54,-0.008
1,上证指数,2008/3/31,3472.71,-0.2014
1,上证指数,2008/4/30,3693.11,0.0635
1,上证指数,2008/5/30,3433.35,-0.0703
1,上证指数,2008/6/30,2736.1,-0.2031
1,上证指数,2008/7/31,2775.72,0.0145
1,上证指数,2008/8/29,2397.37,-0.1363
1,上证指数,2008/9/26,2293.78,-0.0432
1,上证指数,2008/10/31,1728.79,-0.2463
1,上证指数,2008/11/28,1871.16,0.0824
1,上证指数,2008/12/31,1820.81,-0.0269
1,上证指数,2009/1/23,1990.66,0.0933
1,上证指数,2009/2/27,2082.85,0.0463
1,上证指数,2009/3/31,2373.21,0.1394
1,上证指数,2009/4/30,2477.57,0.044
1,上证指数,2009/5/27,2632.93,0.0627
1,上证指数,2009/6/30,2959.36,0.124
1,上证指数,2009/7/31,3412.06,0.153
1,上证指数,2009/8/31,2667.74,-0.2181
1,上证指数,2009/9/30,2779.43,0.0419
1,上证指数,2009/10/30,2995.85,0.0779
1,上证指数,2009/11/30,3195.3,0.0666
1,上证指数,2009/12/31,3277.14,0.0256
1,上证指数,2010/1/29,2989.29,-0.0878
1,上证指数,2010/2/26,3051.94,0.021
1,上证指数,2010/3/31,3109.11,0.0187
1,上证指数,2010/4/30,2870.61,-0.0767
1,上证指数,2010/5/31,2592.15,-0.097
1,上证指数,2010/6/30,2398.37,-0.0748
1,上证指数,2010/7/30,2637.5,0.0997
1,上证指数,2010/8/31,2638.8,0.0005
1,上证指数,2010/9/30,2655.66,0.0064
1,上证指数,2010/10/29,2978.84,0.1217
1,上证指数,2010/11/30,2820.18,-0.0533
1,上证指数,2010/12/31,2808.08,-0.0043
1,上证指数,2011/1/31,2790.69,-0.0062
1,上证指数,2011/2/28,2905.05,0.041
1,上证指数,2011/3/31,2928.11,0.0079
1,上证指数,2011/4/29,2911.51,-0.0057
1,上证指数,2011/5/31,2743.47,-0.0577
1,上证指数,2011/6/30,2762.08,0.0068
1,上证指数,2011/7/29,2701.73,-0.0218
1,上证指数,2011/8/31,2567.34,-0.0497
1,上证指数,2011/9/30,2359.22,-0.0811
1,上证指数,2011/10/31,2468.25,0.0462
1,上证指数,2011/11/30,2333.41,-0.0546
1,上证指数,2011/12/30,2199.42,-0.0574
1,上证指数,2012/1/31,2292.61,0.0424
1,上证指数,2012/2/29,2428.49,0.0593
1,上证指数,2012/3/30,2262.79,-0.0682
1,上证指数,2012/4/27,2396.32,0.059
1,上证指数,2012/5/31,2372.23,-0.01
1,上证指数,2012/6/29,2225.43,-0.0619
1,上证指数,2012/7/31,2103.63,-0.0547
1,上证指数,2012/8/31,2047.52,-0.0267
1,上证指数,2012/9/28,2086.17,0.0189
1,上证指数,2012/10/31,2068.88,-0.0083
1,上证指数,2012/11/30,1980.12,-0.0429
1,上证指数,2012/12/31,2269.13,0.146
1,上证指数,2013/1/31,2385.42,0.0513
1,上证指数,2013/2/28,2365.59,-0.0083
1,上证指数,2013/3/29,2236.62,-0.0545
1,上证指数,2013/4/26,2177.91,-0.0262
1,上证指数,2013/5/31,2300.59,0.0563
1,上证指数,2013/6/28,1979.21,-0.1397
1,上证指数,2013/7/31,1993.8,0.0074
1,上证指数,2013/8/30,2098.38,0.0525
1,上证指数,2013/9/30,2174.66,0.0364
1,上证指数,2013/10/31,2141.61,-0.0152
1,上证指数,2013/11/29,2220.5,0.0368
1,上证指数,2013/12/31,2115.98,-0.0471
1,上证指数,2014/1/30,2033.08,-0.0392
1,上证指数,2014/2/28,2056.3,0.0114
1,上证指数,2014/3/31,2033.31,-0.0112
1,上证指数,2014/4/30,2026.36,-0.0034
1,上证指数,2014/5/30,2039.21,0.0063
1,上证指数,2014/6/30,2048.33,0.0045
1,上证指数,2014/7/31,2201.56,0.0748
1,上证指数,2014/8/29,2217.2,0.0071
1,上证指数,2014/9/30,2363.87,0.0662
1,上证指数,2014/10/31,2420.18,0.0238
1,上证指数,2014/11/28,2682.84,0.1085
1,上证指数,2014/12/31,3234.68,0.2057
1,上证指数,2015/1/30,3210.36,-0.0075
1,上证指数,2015/2/27,3310.3,0.0311
1,上证指数,2015/3/31,3747.9,0.1322
1,上证指数,2015/4/30,4441.65,0.1851
1,上证指数,2015/5/29,4611.74,0.0383
1,上证指数,2015/6/30,4277.22,-0.0725
1,上证指数,2015/7/31,3663.73,-0.1434
1,上证指数,2015/8/31,3205.99,-0.1249
1,上证指数,2015/9/30,3052.78,-0.0478
1,上证指数,2015/10/30,3382.56,0.108
1,上证指数,2015/11/30,3445.4,0.0186
1,上证指数,2015/12/31,3539.18,0.0272
1,上证指数,2016/1/29,2737.6,-0.2265
1,上证指数,2016/2/29,2687.98,-0.0181
1,上证指数,2016/3/31,3003.92,0.1175
1,上证指数,2016/4/29,2938.32,-0.0218
1,上证指数,2016/5/31,2916.62,-0.0074
1,上证指数,2016/6/30,2929.61,0.0045
1,上证指数,2016/7/29,2979.34,0.017
1,上证指数,2016/8/31,3085.49,0.0356
1,上证指数,2016/9/30,3004.7,-0.0262
1,上证指数,2016/10/31,3100.49,0.0319
1,上证指数,2016/11/30,3250.03,0.0482
1,上证指数,2016/12/30,3103.64,-0.045
1,上证指数,2017/1/26,3159.17,0.0179
1,上证指数,2017/2/28,3241.73,0.0261
1,上证指数,2017/3/31,3222.51,-0.0059
1,上证指数,2017/4/28,3154.66,-0.0211
1,上证指数,2017/5/31,3117.18,-0.0119
1,上证指数,2017/6/30,3192.43,0.0241
1,上证指数,2017/7/31,3273.03,0.0252
1,上证指数,2017/8/31,3360.81,0.0268
1,上证指数,2017/9/29,3348.94,-0.0035
1,上证指数,2017/10/31,3393.34,0.0133
1,上证指数,2017/11/30,3317.19,-0.0224
1,上证指数,2017/12/29,3307.17,-0.003
32,上证能源,2009/1/23,1845.82,
32,上证能源,2009/2/27,1796.04,-0.027
32,上证能源,2009/3/31,2118.31,0.1794
32,上证能源,2009/4/30,2420.38,0.1426
32,上证能源,2009/5/27,2720.26,0.1239
32,上证能源,2009/6/30,2974.64,0.0935
32,上证能源,2009/7/31,3768.24,0.2668
32,上证能源,2009/8/31,2791.59,-0.2592
32,上证能源,2009/9/30,2888.72,0.0348
32,上证能源,2009/10/30,3237.78,0.1208
32,上证能源,2009/11/30,3498.81,0.0806
32,上证能源,2009/12/31,3534.2,0.0101
32,上证能源,2010/1/29,3013.19,-0.1474
32,上证能源,2010/2/26,3012.64,-0.0002
32,上证能源,2010/3/31,3064.59,0.0172
32,上证能源,2010/4/30,2878.92,-0.0606
32,上证能源,2010/5/31,2513.56,-0.1269
32,上证能源,2010/6/30,2201.8,-0.124
32,上证能源,2010/7/30,2515.66,0.1425
32,上证能源,2010/8/31,2526.31,0.0042
32,上证能源,2010/9/30,2518.71,-0.003
32,上证能源,2010/10/29,3244.27,0.2881
32,上证能源,2010/11/30,2966.5,-0.0856
32,上证能源,2010/12/31,3149.36,0.0616
32,上证能源,2011/1/31,3016.23,-0.0423
32,上证能源,2011/2/28,3162.15,0.0484
32,上证能源,2011/3/31,3256.62,0.0299
32,上证能源,2011/4/29,3224.94,-0.0097
32,上证能源,2011/5/31,3002.99,-0.0688
32,上证能源,2011/6/30,3101.57,0.0328
32,上证能源,2011/7/29,3076.08,-0.0082
32,上证能源,2011/8/31,2927.16,-0.0484
32,上证能源,2011/9/30,2807.16,-0.041
32,上证能源,2011/10/31,2789.53,-0.0063
32,上证能源,2011/11/30,2587.13,-0.0726
32,上证能源,2011/12/30,2407.92,-0.0693
32,上证能源,2012/1/31,2617.66,0.0871
32,上证能源,2012/2/29,2768.34,0.0576
32,上证能源,2012/3/30,2528.62,-0.0866
32,上证能源,2012/4/27,2711.89,0.0725
32,上证能源,2012/5/31,2655.75,-0.0207
32,上证能源,2012/6/29,2289.25,-0.138
32,上证能源,2012/7/31,2217.82,-0.0312
32,上证能源,2012/8/31,2090.13,-0.0576
32,上证能源,2012/9/28,2214.59,0.0595
32,上证能源,2012/10/31,2148.4,-0.0299
32,上证能源,2012/11/30,1976.91,-0.0798
32,上证能源,2012/12/31,2303.67,0.1653
32,上证能源,2013/1/31,2393.14,0.0388
32,上证能源,2013/2/28,2325.13,-0.0284
32,上证能源,2013/3/29,2172.25,-0.0658
32,上证能源,2013/4/26,2017.48,-0.0712
32,上证能源,2013/5/31,2051.64,0.0169
32,上证能源,2013/6/28,1624.88,-0.208
32,上证能源,2013/7/31,1536.5,-0.0544
32,上证能源,2013/8/30,1626.5,0.0586
32,上证能源,2013/9/30,1640.45,0.0086
32,上证能源,2013/10/31,1664.76,0.0148
32,上证能源,2013/11/29,1713.07,0.029
32,上证能源,2013/12/31,1542.48,-0.0996
32,上证能源,2014/1/30,1391.63,-0.0978
32,上证能源,2014/2/28,1418.39,0.0192
32,上证能源,2014/3/31,1371.57,-0.033
32,上证能源,2014/4/30,1339.9,-0.0231
32,上证能源,2014/5/30,1369.94,0.0224
32,上证能源,2014/6/30,1373.64,0.0027
32,上证能源,2014/7/31,1492.45,0.0865
32,上证能源,2014/8/29,1535.13,0.0286
32,上证能源,2014/9/30,1595.78,0.0395
32,上证能源,2014/10/31,1572.85,-0.0144
32,上证能源,2014/11/28,1630.71,0.0368
32,上证能源,2014/12/31,1912.71,0.1729
32,上证能源,2015/1/30,1851.1,-0.0322
32,上证能源,2015/2/27,1876.6,0.0138
32,上证能源,2015/3/31,2069.24,0.1027
32,上证能源,2015/4/30,2496.95,0.2067
32,上证能源,2015/5/29,2391.53,-0.0422
32,上证能源,2015/6/30,2475.91,0.0353
32,上证能源,2015/7/31,1965.84,-0.206
32,上证能源,2015/8/31,1653.18,-0.159
32,上证能源,2015/9/30,1520.64,-0.0802
32,上证能源,2015/10/30,1649.52,0.0848
32,上证能源,2015/11/30,1610.25,-0.0238
32,上证能源,2015/12/31,1626.12,0.0099
32,上证能源,2016/1/29,1356.53,-0.1658
32,上证能源,2016/2/29,1381.19,0.0182
32,上证能源,2016/3/31,1460.33,0.0573
32,上证能源,2016/4/29,1505.51,0.0309
32,上证能源,2016/5/31,1409.8,-0.0636
32,上证能源,2016/6/30,1408.54,-0.0009
32,上证能源,2016/7/29,1457.5,0.0348
32,上证能源,2016/8/31,1515.53,0.0398
32,上证能源,2016/9/30,1490.14,-0.0168
32,上证能源,2016/10/31,1571.3,0.0545
32,上证能源,2016/11/30,1579.4,0.0052
32,上证能源,2016/12/30,1562.84,-0.0105
32,上证能源,2017/1/26,1632.59,0.0446
32,上证能源,2017/2/28,1628.46,-0.0025
32,上证能源,2017/3/31,1616.44,-0.0074
32,上证能源,2017/4/28,1547.18,-0.0428
32,上证能源,2017/5/31,1550.47,0.0021
32,上证能源,2017/6/30,1585.48,0.0226
32,上证能源,2017/7/31,1683.31,0.0617
32,上证能源,2017/8/31,1699.64,0.0097
32,上证能源,2017/9/29,1690.25,-0.0055
32,上证能源,2017/10/31,1629.93,-0.0357
32,上证能源,2017/11/30,1664.05,0.0209
32,上证能源,2017/12/29,1663.59,-0.0003
33,上证材料,2009/1/23,1399.63,
33,上证材料,2009/2/27,1532.12,0.0947
33,上证材料,2009/3/31,1872.13,0.2219
33,上证材料,2009/4/30,1891.17,0.0102
33,上证材料,2009/5/27,1977.35,0.0456
33,上证材料,2009/6/30,2246.97,0.1364
33,上证材料,2009/7/31,2889.34,0.2859
33,上证材料,2009/8/31,2130.21,-0.2627
33,上证材料,2009/9/30,2211.68,0.0382
33,上证材料,2009/10/30,2396.7,0.0837
33,上证材料,2009/11/30,2678.98,0.1178
33,上证材料,2009/12/31,2701.5,0.0084
33,上证材料,2010/1/29,2338.58,-0.1343
33,上证材料,2010/2/26,2407.88,0.0296
33,上证材料,2010/3/31,2427.83,0.0083
33,上证材料,2010/4/30,2260.45,-0.0689
33,上证材料,2010/5/31,2069.46,-0.0845
33,上证材料,2010/6/30,1813.55,-0.1237
33,上证材料,2010/7/30,2066.04,0.1392
33,上证材料,2010/8/31,2194.2,0.062
33,上证材料,2010/9/30,2394.73,0.0914
33,上证材料,2010/10/29,2858.57,0.1937
33,上证材料,2010/11/30,2555.97,-0.1059
33,上证材料,2010/12/31,2614.31,0.0228
33,上证材料,2011/1/31,2459.38,-0.0593
33,上证材料,2011/2/28,2775.36,0.1285
33,上证材料,2011/3/31,2875.43,0.0361
33,上证材料,2011/4/29,2778.95,-0.0336
33,上证材料,2011/5/31,2581.88,-0.0709
33,上证材料,2011/6/30,2706.02,0.0481
33,上证材料,2011/7/29,2673.64,-0.012
33,上证材料,2011/8/31,2471.25,-0.0757
33,上证材料,2011/9/30,2137.5,-0.1351
33,上证材料,2011/10/31,2165.44,0.0131
33,上证材料,2011/11/30,1970.47,-0.09
33,上证材料,2011/12/30,1695.81,-0.1394
33,上证材料,2012/1/31,1908.79,0.1256
33,上证材料,2012/2/29,2072.07,0.0855
33,上证材料,2012/3/30,1904.46,-0.0809
33,上证材料,2012/4/27,2027.76,0.0647
33,上证材料,2012/5/31,2076.26,0.0239
33,上证材料,2012/6/29,1838.13,-0.1147
33,上证材料,2012/7/31,1698.2,-0.0761
33,上证材料,2012/8/31,1634.35,-0.0376
33,上证材料,2012/9/28,1781.1,0.0898
33,上证材料,2012/10/31,1690.85,-0.0507
33,上证材料,2012/11/30,1612.26,-0.0465
33,上证材料,2012/12/31,1850.28,0.1476
33,上证材料,2013/1/31,1914.01,0.0344
33,上证材料,2013/2/28,1863.87,-0.0262
33,上证材料,2013/3/29,1719.06,-0.0777
33,上证材料,2013/4/26,1633.52,-0.0498
33,上证材料,2013/5/31,1667.34,0.0207
33,上证材料,2013/6/28,1338.05,-0.1975
33,上证材料,2013/7/31,1356.17,0.0135
33,上证材料,2013/8/30,1485.71,0.0955
33,上证材料,2013/9/30,1487.88,0.0015
33,上证材料,2013/10/31,1426.2,-0.0415
33,上证材料,2013/11/29,1499.87,0.0517
33,上证材料,2013/12/31,1406.42,-0.0623
33,上证材料,2014/1/30,1327.58,-0.0561
33,上证材料,2014/2/28,1328.78,0.0009
33,上证材料,2014/3/31,1341.03,0.0092
33,上证材料,2014/4/30,1302.96,-0.0284
33,上证材料,2014/5/30,1312.34,0.0072
33,上证材料,2014/6/30,1318.78,0.0049
33,上证材料,2014/7/31,1473.98,0.1177
33,上证材料,2014/8/29,1479.16,0.0035
33,上证材料,2014/9/30,1571.6,0.0625
33,上证材料,2014/10/31,1595.79,0.0154
33,上证材料,2014/11/28,1714.06,0.0741
33,上证材料,2014/12/31,1953.58,0.1397
33,上证材料,2015/1/30,1996.91,0.0222
33,上证材料,2015/2/27,2065.97,0.0346
33,上证材料,2015/3/31,2384.01,0.1539
33,上证材料,2015/4/30,2752.15,0.1544
33,上证材料,2015/5/29,2926.45,0.0633
33,上证材料,2015/6/30,2628.04,-0.102
33,上证材料,2015/7/31,2098.09,-0.2016
33,上证材料,2015/8/31,1855.8,-0.1155
33,上证材料,2015/9/30,1705.75,-0.0809
33,上证材料,2015/10/30,1869.03,0.0957
33,上证材料,2015/11/30,1901.64,0.0174
33,上证材料,2015/12/31,1934.1,0.0171
33,上证材料,2016/1/29,1447.44,-0.2516
33,上证材料,2016/2/29,1507.88,0.0418
33,上证材料,2016/3/31,1677.85,0.1127
